latitude,longitude
13.0413441,77.6214887
13.0381366,77.626074
13.0983156,77.5709566
13.098296,77.5709586
13.0983015,77.570976
13.014627,77.5785546
13.0144448,77.583736
13.0168967,77.5837742
13.0363858,77.5894135
13.0386004,77.589447
12.9386321,77.6258643
12.9750167,77.5935496
13.0343907,77.5576428
12.9360115,77.5173211
12.9361186,77.5173265
12.9245966,77.4988588
12.9491607,77.6203725
12.9491681,77.6203871
12.8768153,77.6391224
12.8768823,77.639281
12.9900294,77.5524681
12.98435,77.5540794
12.9876582,77.5500776
12.9876477,77.5500622
13.0039652,77.5500233
13.0041471,77.5492528
13.0041448,77.5492659
13.0571774,77.5933212
13.0500989,77.5930136
13.1217795,77.6105137
13.1883363,77.6443771
12.9234442,77.4997897
13.0439109,77.6009502
13.0194224,77.5840595
13.0194349,77.5840523
13.0209145,77.5842421
13.0205891,77.5838103
13.0232139,77.5847099
13.0315476,77.570282
13.0315581,77.5702988
13.034053,77.5687089
12.9371736,77.6195384
13.0210255,77.6285958
12.988913,77.6175621
12.9396233,77.6254049
13.0210285,77.6285755
12.9786779,77.570836
12.9803442,77.5724369
12.9775668,77.5699428
12.9772411,77.5712295
12.9803047,77.5724748
12.9777223,77.569546
12.9762884,77.5710765
12.9777115,77.5695925
12.9770409,77.5715713
12.9905081,77.5885174
12.9788845,77.5698702
12.9840012,77.5783765
12.978916,77.5702614
12.9778311,77.5695753
12.9774675,77.5703025
12.9762388,77.5708302
12.977414,77.5707744
12.9782254,77.569861
12.9777692,77.5695812
12.9801124,77.5711677
12.9774323,77.5705
12.9799128,77.5711727
12.9602525,77.6015539
12.9670256,77.5945339
12.9633597,77.5893002
12.9676349,77.5889569
12.9670583,77.5873308
12.9715141,77.5870384
12.9742919,77.5750329
12.9773954,77.5709817
12.9784232,77.5707772
12.9821148,77.5658626
12.9899188,77.5543661
12.9844506,77.5884452
12.9843304,77.5881636
12.9233613,77.6467062
12.9233757,77.6466921
12.9233757,77.6467149
12.9233901,77.6466995
12.9251756,77.6374475
12.9251697,77.6374398
